source,target,relation,file
approve,delay,step_sequence,examples/suspend-template.yaml
suspend,release,has_step,examples/suspend-template.yaml
delay,release,step_sequence,examples/suspend-template.yaml
synchronization-db-tmpl-level-mutex-example,synchronization-acquire-lock,has_step,examples/synchronization-db-mutex-tmpl-level.yaml
synchronization-db-tmpl-level-mutex-example,synchronization-acquire-lock1,has_step,examples/synchronization-db-mutex-tmpl-level.yaml
synchronization-db-tmpl-level-example,synchronization-acquire-lock,has_step,examples/synchronization-db-tmpl-level.yaml
synchronization-tmpl-level-mutex-example,synchronization-acquire-lock,has_step,examples/synchronization-mutex-tmpl-level.yaml
synchronization-tmpl-level-mutex-example,synchronization-acquire-lock1,has_step,examples/synchronization-mutex-tmpl-level.yaml
synchronization-tmpl-level-example,synchronization-acquire-lock,has_step,examples/synchronization-tmpl-level.yaml
main,retry-backoff,has_step,examples/template-defaults.yaml
main,hello-world,has_step,examples/template-defaults.yaml
retry-backoff,hello-world,step_sequence,examples/template-defaults.yaml
step-template,stepA,has_step,examples/template-on-exit.yaml
step-template,stepB,has_step,examples/template-on-exit.yaml
stepA,stepB,step_sequence,examples/template-on-exit.yaml
bunch-of-sleeps,sleep-one-day,has_step,examples/timeouts-workflow.yaml
bunch-of-sleeps,unschedulable,has_step,examples/timeouts-workflow.yaml
volumes-existing-example,generate,has_step,examples/volumes-existing.yaml
volumes-existing-example,print,has_step,examples/volumes-existing.yaml
generate,print,step_sequence,examples/volumes-existing.yaml
volumes-pvc-example,generate,has_step,examples/volumes-pvc.yaml
volumes-pvc-example,print,has_step,examples/volumes-pvc.yaml
generate,print,step_sequence,examples/volumes-pvc.yaml
hello-entrypoint,hello-a,has_step,examples/withsequence-nested-result.yaml
hello-entrypoint,hello-b,has_step,examples/withsequence-nested-result.yaml
hello-a,hello-b,step_sequence,examples/withsequence-nested-result.yaml
hello-hello,hello-b,has_step,examples/withsequence-nested-result.yaml
hello-hello,hello-c,has_step,examples/withsequence-nested-result.yaml
hello-b,hello-c,step_sequence,examples/withsequence-nested-result.yaml
main,load-markers,has_step,examples/work-avoidance.yaml
main,echo,has_step,examples/work-avoidance.yaml
load-markers,echo,step_sequence,examples/work-avoidance.yaml
main,a,has_step,examples/workflow-event-binding/event-consumer-workflowtemplate.yaml
main,a,has_step,examples/workflow-event-binding/github-path-filter-workflowtemplate.yaml
main,workflow1,has_step,examples/workflow-of-workflows.yaml
main,workflow2,has_step,examples/workflow-of-workflows.yaml
workflow1,workflow2,step_sequence,examples/workflow-of-workflows.yaml
diamond,A,has_task,examples/workflow-template/dag.yaml
diamond,B,has_task,examples/workflow-template/dag.yaml
diamond,C,has_task,examples/workflow-template/dag.yaml
diamond,D,has_task,examples/workflow-template/dag.yaml
hello-world-from-templateRef,call-print-message,has_step,examples/workflow-template/hello-world.yaml
retry-with-steps,hello1,has_step,examples/workflow-template/retry-with-steps.yaml
retry-with-steps,hello2a,has_step,examples/workflow-template/retry-with-steps.yaml
retry-with-steps,hello2b,has_step,examples/workflow-template/retry-with-steps.yaml
hello1,hello2a,step_sequence,examples/workflow-template/retry-with-steps.yaml
hello1,hello2b,step_sequence,examples/workflow-template/retry-with-steps.yaml
hello-hello-hello,hello1,has_step,examples/workflow-template/steps.yaml
hello-hello-hello,hello2a,has_step,examples/workflow-template/steps.yaml
hello-hello-hello,hello2b,has_step,examples/workflow-template/steps.yaml
hello1,hello2a,step_sequence,examples/workflow-template/steps.yaml
hello1,hello2b,step_sequence,examples/workflow-template/steps.yaml
inner-steps,inner-hello1,has_step,examples/workflow-template/templates.yaml
inner-steps,inner-hello2a,has_step,examples/workflow-template/templates.yaml
inner-steps,inner-hello2b,has_step,examples/workflow-template/templates.yaml
inner-hello1,inner-hello2a,step_sequence,examples/workflow-template/templates.yaml
inner-hello1,inner-hello2b,step_sequence,examples/workflow-template/templates.yaml
inner-diamond,inner-A,has_task,examples/workflow-template/templates.yaml
inner-diamond,inner-B,has_task,examples/workflow-template/templates.yaml
inner-diamond,inner-C,has_task,examples/workflow-template/templates.yaml
inner-diamond,inner-D,has_task,examples/workflow-template/templates.yaml
